순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK
3,홍민기,롯데,3.09,25,0,2,0,3,0.000,32,24,0,11,2,39,13,11,1.09,0,0,0,0,129,510,0.211,5,1,0,2,0,1,0
4,감보아,롯데,3.58,19,7,8,0,0,0.467,108,97,6,49,4,117,54,43,1.35,0,0,11,0,475,1866,0.236,16,0,6,5,0,5,0
5,데이비슨,롯데,3.65,22,10,5,0,0,0.667,123 1/3,123,10,48,5,119,53,50,1.39,0,0,11,0,529,2100,0.262,20,2,4,2,0,4,1
6,정성종,롯데,3.86,2,0,0,0,0,-,2 1/3,3,1,0,0,0,1,1,1.29,0,0,0,0,10,37,0.300,1,0,0,0,0,0,0
7,나균안,롯데,3.87,28,3,7,0,0,0.300,137 1/3,143,13,50,5,116,67,59,1.41,0,0,9,0,601,2328,0.268,23,3,7,5,0,3,0
8,정현수,롯데,3.97,82,2,0,0,12,1.000,47 2/3,34,4,26,2,47,23,21,1.26,0,0,0,0,203,851,0.201,9,0,3,3,0,2,0
9,김강현,롯데,4.00,67,2,2,0,4,0.500,72,69,9,21,7,36,37,32,1.25,0,0,0,0,306,1135,0.254,15,1,2,4,0,4,0
9,송재영,롯데,4.00,46,1,0,0,3,1.000,27,19,3,24,0,28,13,12,1.59,0,0,0,0,121,491,0.202,4,0,1,2,0,2,0
11,정철원,롯데,4.24,75,8,3,0,21,0.727,70,72,4,28,7,55,34,33,1.43,0,0,0,6,312,1169,0.268,13,1,3,5,2,5,0
12,김태현,롯데,4.50,1,0,0,0,0,-,2,1,0,4,0,2,2,1,2.50,0,0,0,0,12,51,0.143,0,0,0,1,0,0,0
13,박세웅,롯데,4.93,29,11,13,0,0,0.458,160 2/3,183,15,54,8,156,99,88,1.48,0,0,12,0,722,2694,0.282,46,1,8,4,0,14,1
14,이민석,롯데,5.26,20,2,5,0,0,0.286,87 1/3,104,10,56,2,61,56,51,1.83,0,0,4,0,417,1596,0.295,13,2,3,4,0,2,0
15,최준용,롯데,5.30,49,4,4,1,17,0.500,54 1/3,50,5,16,6,62,35,32,1.21,0,0,0,4,234,910,0.243,9,1,4,2,0,3,0
16,반즈,롯데,5.32,8,3,4,0,0,0.429,45 2/3,47,4,17,2,38,31,27,1.40,0,0,3,0,204,761,0.258,14,2,2,1,0,2,0
17,박진,롯데,5.32,51,3,3,1,3,0.500,69 1/3,76,10,22,1,50,42,41,1.41,0,0,0,1,302,1172,0.277,10,3,1,4,0,5,0
18,정우준,롯데,5.40,3,0,0,0,0,-,3 1/3,6,0,0,1,3,2,2,1.80,0,0,0,0,16,58,0.400,3,0,0,0,0,0,0
19,한현희,롯데,6.23,3,0,0,0,1,-,8 2/3,13,2,2,1,8,6,6,1.73,0,0,0,0,41,161,0.342,2,0,0,0,0,1,0
20,김태혁,롯데,6.38,45,0,1,2,3,0.000,36 2/3,48,4,18,3,27,26,26,1.80,0,0,0,0,180,644,0.314,10,0,2,4,2,1,0
21,구승민,롯데,7.00,11,0,1,0,1,0.000,9,9,1,7,1,10,10,7,1.78,0,0,0,0,45,187,0.243,1,1,0,0,0,0,0
22,윤성빈,롯데,7.67,31,1,2,0,0,0.333,27,26,3,20,4,44,23,23,1.70,0,0,0,0,130,524,0.245,7,0,0,0,1,6,0
23,박준우,롯데,8.03,11,1,2,0,1,0.333,12 1/3,21,0,6,1,11,11,11,2.19,0,0,0,1,64,238,0.368,3,1,0,0,0,0,0
24,벨라스케즈,롯데,8.23,11,1,4,0,0,0.200,35,47,7,18,3,28,32,32,1.86,0,0,1,0,168,651,0.324,10,1,2,0,0,1,2
25,박진형,롯데,8.44,7,0,0,0,0,-,5 1/3,9,1,3,0,5,7,5,2.25,0,0,0,0,29,104,0.346,3,0,0,0,0,0,0
26,이영재,롯데,9.00,3,0,0,0,0,-,2,5,1,0,1,2,2,2,2.50,0,0,0,0,11,43,0.500,1,0,0,0,0,0,0
27,김진욱,롯데,10.00,14,1,3,0,0,0.250,27,42,10,16,2,24,32,30,2.15,0,0,1,2,136,544,0.365,6,0,2,1,0,0,0
28,박시영,롯데,11.05,11,1,0,0,0,1.000,7 1/3,9,0,9,2,10,9,9,2.45,0,0,0,0,42,169,0.290,4,0,0,0,0,0,0
29,박세현,롯데,14.73,3,0,0,0,0,-,3 2/3,8,1,1,1,4,6,6,2.45,0,0,0,0,21,65,0.421,5,0,0,0,0,0,0
1,김대우,삼성,0.00,2,0,0,0,1,-,2/3,1,0,0,0,0,0,0,1.50,0,0,0,0,3,16,0.333,1,0,0,0,0,0,0
1,양현,삼성,0.00,4,0,0,0,0,-,3 1/3,2,0,3,0,1,0,0,1.50,0,0,0,1,15,65,0.167,0,0,0,0,0,0,0
1,이상민,삼성,0.00,1,0,0,0,0,-,1,2,0,0,0,1,0,0,2.00,0,0,0,0,5,12,0.400,0,0,0,0,0,0,0
4,이재익,삼성,1.23,7,1,0,0,0,1.000,7 1/3,8,0,2,0,6,1,1,1.36,0,0,0,0,31,113,0.276,0,1,0,0,0,1,0
5,백정현,삼성,1.95,29,2,0,1,3,1.000,32 1/3,19,1,7,2,31,7,7,0.80,0,0,0,2,128,505,0.165,6,0,2,2,0,0,0
6,후라도,삼성,2.60,30,15,8,0,0,0.652,197 1/3,177,17,36,4,142,65,57,1.08,3,2,23,0,786,2921,0.239,17,3,5,1,0,3,0
7,가라비토,삼성,2.64,15,4,4,0,0,0.500,78 1/3,56,6,37,6,84,31,23,1.19,0,0,4,0,327,1356,0.200,5,0,4,0,1,2,0
8,이재희,삼성,3.00,11,0,2,0,4,0.000,9,7,0,5,0,9,3,3,1.33,0,0,0,0,39,157,0.206,1,1,0,0,0,0,0
9,원태인,삼성,3.24,27,12,4,0,0,0.750,166 2/3,157,20,27,6,108,66,60,1.10,0,0,20,0,671,2493,0.253,32,2,11,6,1,1,0
10,양창섭,삼성,3.43,33,3,3,0,2,0.500,63,67,3,19,9,45,29,24,1.37,0,0,0,0,276,969,0.278,10,0,3,4,1,4,0
11,이승민,삼성,3.78,62,3,2,0,8,0.600,64 1/3,61,5,26,3,53,37,27,1.35,0,0,0,0,280,1068,0.249,15,2,5,1,2,1,0
12,배찬승,삼성,3.91,65,2,3,0,19,0.400,50 2/3,50,3,34,2,57,25,22,1.66,0,0,0,2,233,962,0.259,11,0,4,0,1,5,0
13,레예스,삼성,4.14,10,4,3,0,0,0.571,50,51,5,12,3,35,26,23,1.26,0,0,2,0,215,844,0.264,7,1,3,4,0,0,0
14,김태훈,삼성,4.48,73,2,6,2,19,0.250,66 1/3,66,8,26,2,74,34,33,1.39,0,0,0,5,287,1122,0.259,13,0,1,3,3,4,0
15,송은범,삼성,4.50,5,0,0,0,0,-,6,9,0,3,0,2,3,3,2.00,0,0,0,0,28,93,0.375,2,0,1,0,0,3,0
15,홍원표,삼성,4.50,2,0,1,0,0,0.000,2,3,0,2,1,1,1,1,2.50,0,0,0,0,12,40,0.429,0,0,1,1,1,0,0
17,임창민,삼성,4.85,16,1,0,0,2,1.000,13,17,5,7,1,6,8,7,1.85,0,0,0,1,63,263,0.321,2,0,1,1,1,0,0
18,최원태,삼성,4.92,27,8,7,0,0,0.533,124 1/3,128,13,51,12,109,72,68,1.44,0,0,8,0,552,2137,0.271,21,0,10,7,1,9,0
19,김재윤,삼성,4.99,63,4,7,13,3,0.364,57 2/3,57,10,13,1,43,34,32,1.21,0,0,0,3,242,938,0.253,12,2,2,1,3,1,0
20,김대호,삼성,5.14,11,0,1,0,0,0.000,21,25,3,15,1,19,13,12,1.90,0,0,0,0,105,392,0.291,6,0,1,2,0,1,0
21,육선엽,삼성,5.34,27,0,1,0,1,0.000,28 2/3,23,4,24,0,19,21,17,1.64,0,0,0,0,133,564,0.217,3,0,3,0,0,2,0
22,이승현,삼성,5.42,25,4,9,0,0,0.308,101 1/3,121,10,46,9,74,64,61,1.65,0,0,0,1,161,648,0.303,7,0,6,1,1,1,0
23,이승현,삼성,6.31,42,2,1,0,11,0.667,35 2/3,43,9,11,1,29,26,25,1.51,0,0,0,1,161,648,0.303,7,0,6,1,1,1,0
24,이호성,삼성,6.34,58,7,4,9,3,0.636,55 1/3,54,7,29,2,69,44,39,1.50,0,0,0,4,252,1032,0.252,7,2,3,4,0,0,1
25,황동재,삼성,6.97,15,0,1,0,0,0.000,20 2/3,27,1,14,2,22,16,16,1.98,0,0,0,0,104,403,0.310,2,0,0,1,0,3,0
26,오승환,삼성,8.00,12,0,0,0,0,-,9,15,1,3,0,7,8,8,2.00,0,0,0,0,45,173,0.366,5,0,0,1,0,1,0
27,최성훈,삼성,9.00,2,0,0,0,0,-,1,1,0,1,0,1,1,1,2.00,0,0,0,0,5,20,0.250,0,0,0,0,0,0,0
28,정민성,삼성,36.00,1,0,1,0,0,0.000,1,3,0,0,2,0,4,4,3.00,0,0,0,0,7,23,0.600,2,1,0,0,0,1,0
29,최충연,삼성,37.80,4,0,0,0,0,-,1 2/3,7,1,2,1,1,8,7,5.40,0,0,0,0,15,60,0.583,1,0,0,0,0,0,0
1,주승우,키움,2.45,42,2,2,16,5,0.500,44,35,7,17,2,35,13,12,1.18,0,0,0,4,179,713,0.222,1,0,2,0,0,1,0
2,웰스,키움,3.15,4,1,1,0,0,0.500,20,18,0,6,1,16,8,7,1.20,0,0,2,0,85,329,0.234,3,0,0,1,0,0,0
3,로젠버그,키움,3.23,13,4,4,0,0,0.500,75 1/3,63,5,25,4,80,33,27,1.17,0,0,6,0,320,1265,0.220,13,2,3,1,0,2,0
4,알칸타라,키움,3.27,19,8,4,0,0,0.667,121,125,11,10,4,92,50,44,1.12,0,0,14,0,492,1796,0.267,20,3,6,3,0,3,0
5,오석주,키움,3.70,53,2,1,0,7,0.667,58 1/3,52,4,29,7,44,24,24,1.39,0,0,0,1,252,1032,0.249,6,1,3,4,0,3,0
6,메르세데스,키움,4.47,8,3,3,0,0,0.500,46 1/3,54,5,9,0,41,24,23,1.36,0,0,2,0,197,764,0.292,12,0,2,1,0,2,1
7,박윤성,키움,4.53,54,0,5,1,6,0.000,51 2/3,55,9,19,1,40,31,26,1.43,0,0,0,3,226,905,0.271,12,0,3,0,0,4,1
8,김성민,키움,4.68,29,0,3,0,1,0.000,25,25,1,13,5,18,15,13,1.52,0,0,0,1,113,397,0.272,3,3,2,1,1,0,0
9,하영민,키움,4.99,28,7,14,0,0,0.333,153 1/3,169,13,41,9,134,90,85,1.37,0,0,14,0,669,2506,0.278,29,3,8,2,1,7,0
10,윤석원,키움,5.54,37,1,1,0,8,0.500,37 1/3,41,3,12,2,27,23,23,1.42,0,0,0,1,160,623,0.285,9,3,1,1,2,0,0
11,김선기,키움,5.65,44,1,7,0,2,0.125,78,96,6,47,11,43,55,49,1.83,0,0,0,0,381,1391,0.305,17,0,3,5,1,2,0
12,조영건,키움,5.68,51,5,5,8,7,0.500,77 2/3,84,12,38,4,47,51,49,1.57,0,0,0,2,353,1330,0.275,18,1,2,4,0,5,0
13,정현우,키움,5.86,18,3,7,0,0,0.300,81 1/3,92,8,48,6,55,63,53,1.72,0,0,3,0,384,1496,0.287,20,0,3,6,0,4,2
14,원종현,키움,6.13,61,2,4,5,11,0.333,54 1/3,68,5,18,3,40,42,37,1.58,0,0,0,6,248,931,0.313,8,2,7,3,2,6,0
15,김윤하,키움,6.14,19,0,12,0,0,0.000,88,113,16,44,3,52,76,60,1.78,0,0,4,1,422,1645,0.309,18,2,5,4,1,2,0
16,이강준,키움,6.57,29,0,3,0,2,0.000,24 2/3,29,3,17,2,26,22,18,1.86,0,0,0,0,119,492,0.296,5,0,2,0,0,2,0
17,박주성,키움,6.58,18,2,3,0,1,0.400,52,63,9,16,3,26,40,38,1.52,0,0,2,0,235,865,0.300,11,2,2,4,0,2,0
18,김연주,키움,6.62,20,1,3,0,0,0.250,51 2/3,67,10,25,6,28,40,38,1.78,0,0,0,0,250,939,0.316,14,2,2,5,2,0,0
19,김동규,키움,6.75,9,0,0,0,0,-,8,13,2,11,0,10,11,6,3.00,0,0,0,0,49,203,0.342,1,0,0,0,0,4,0
20,박정훈,키움,7.43,16,0,1,1,0,0.000,23,24,1,20,4,7,24,19,1.91,0,0,0,0,116,450,0.276,6,0,1,4,0,3,0
21,양지율,키움,8.36,18,0,2,0,1,0.000,14,18,3,7,3,10,13,13,1.79,0,0,0,0,69,268,0.305,1,2,0,0,0,1,0
22,윤현,키움,8.59,17,2,1,0,0,0.667,22,31,2,23,5,15,28,21,2.45,0,0,0,1,125,514,0.326,4,1,0,2,0,5,0
23,이준우,키움,8.61,31,1,4,0,3,0.200,23,37,6,12,1,22,23,22,2.13,0,0,0,0,118,469,0.359,7,1,2,0,0,0,0
24,전준표,키움,8.85,21,2,2,0,1,0.500,20 1/3,33,2,19,3,15,22,20,2.56,0,0,0,0,114,400,0.375,8,0,3,1,3,3,0
25,손힘찬,키움,11.25,4,0,0,0,0,-,4,5,0,4,1,4,5,5,2.25,0,0,0,0,22,84,0.294,2,0,0,0,0,1,0
26,손현기,키움,15.00,2,0,0,0,0,-,3,4,1,6,1,1,5,5,3.33,0,0,0,0,18,78,0.364,1,0,0,0,0,1,0
27,정세영,키움,16.88,4,0,1,0,0,0.000,2 2/3,9,0,4,0,2,6,5,4.88,0,0,0,0,22,84,0.500,2,0,0,0,0,1,0
28,김서준,키움,20.25,4,0,0,0,0,-,5 1/3,14,2,5,0,4,12,12,3.56,0,0,0,0,34,123,0.500,5,0,0,1,0,1,0
29,임진묵,키움,24.55,4,0,0,0,0,-,3 2/3,10,0,5,1,3,11,10,4.09,0,0,0,0,28,108,0.476,2,1,0,1,0,1,0
1,폰세,한화,1.89,29,17,1,0,0,0.944,180 2/3,128,10,41,6,252,41,38,0.94,0,0,20,0,697,2854,0.199,18,0,3,4,0,7,3
2,김범수,한화,2.25,73,2,1,2,6,0.667,48,30,0,22,4,41,17,12,1.08,0,0,0,0,195,780,0.181,5,0,2,1,1,1,0
2,한승혁,한화,2.25,71,3,3,3,16,0.500,64,56,4,23,7,53,18,16,1.23,0,0,0,5,269,1002,0.236,5,1,2,0,1,3,0
4,정우주,한화,2.85,51,3,0,0,3,1.000,53 2/3,34,6,21,10,82,18,17,1.02,0,0,0,0,228,1007,0.177,6,1,3,2,0,3,1
5,와이스,한화,2.87,30,16,5,0,0,0.762,178 2/3,127,13,56,13,207,63,57,1.02,0,0,21,0,725,2837,0.197,30,1,4,6,0,5,2
6,김기중,한화,3.07,5,0,1,0,0,0.000,14 2/3,16,0,6,1,8,5,5,1.50,0,0,0,0,66,259,0.276,2,1,0,1,0,1,0
7,김서현,한화,3.14,69,2,4,33,2,0.333,66,52,4,31,8,71,23,23,1.26,0,0,0,4,280,1124,0.222,7,3,5,2,3,7,0
8,류현진,한화,3.23,26,9,7,0,0,0.563,139 1/3,144,12,25,4,122,54,50,1.21,0,0,12,0,574,2268,0.267,22,3,5,0,2,2,0
9,김종수,한화,3.25,63,4,5,0,5,0.444,63 2/3,57,5,36,4,59,30,23,1.46,0,0,0,0,282,1104,0.245,17,1,4,5,1,2,1
10,박준영,한화,3.60,1,0,0,0,0,-,5,3,0,6,0,3,2,2,1.80,0,0,0,0,24,110,0.176,0,0,0,1,0,0,0
11,윤산흠,한화,3.78,12,0,0,0,0,-,16 2/3,16,1,5,3,17,7,7,1.26,0,0,0,0,73,268,0.246,5,0,0,0,0,1,1
12,이태양,한화,3.97,14,0,1,0,0,0.000,11 1/3,14,0,5,1,8,5,5,1.68,0,0,0,1,51,181,0.318,5,0,1,0,1,0,0
13,문동주,한화,4.02,24,11,5,0,0,0.688,121,112,7,31,3,135,57,54,1.18,1,0,11,0,501,1947,0.243,16,5,3,4,0,11,0
14,조동욱,한화,4.05,68,3,3,2,5,0.500,60,77,4,29,4,43,29,27,1.77,0,0,0,1,283,1068,0.313,16,0,2,2,3,7,1
15,박상원,한화,4.19,74,4,3,0,16,0.571,66 2/3,67,4,21,8,52,35,31,1.32,0,0,0,3,294,1128,0.261,14,1,4,4,0,4,0
16,주현상,한화,5.18,48,5,2,1,3,0.714,41 2/3,59,8,10,3,37,25,24,1.66,0,0,0,2,193,776,0.331,14,2,2,0,0,1,0
17,황준서,한화,5.30,23,2,8,0,0,0.200,56,54,7,26,2,57,37,33,1.43,0,0,2,0,242,1012,0.255,11,4,0,2,2,1,0
18,엄상백,한화,6.58,28,2,7,0,1,0.222,80 2/3,106,13,38,8,74,60,59,1.79,0,0,2,0,379,1540,0.324,18,3,3,3,0,3,0
19,이상규,한화,8.00,5,0,1,0,0,0.000,9,16,0,4,0,5,9,8,2.22,0,0,0,0,47,155,0.372,2,1,0,0,0,0,0
20,권민규,한화,8.44,5,0,0,0,0,-,5 1/3,5,1,7,0,4,5,5,2.25,0,0,0,0,28,129,0.250,1,0,0,1,0,0,0
21,강재민,한화,9.00,4,0,0,0,0,-,4,6,1,2,1,5,4,4,2.00,0,0,0,0,20,92,0.375,1,0,0,1,0,0,0
22,원종혁,한화,16.20,2,0,0,0,0,-,1 2/3,3,1,2,0,1,3,3,3.00,0,0,0,0,10,37,0.429,0,0,0,1,0,0,0
23,김승일,한화,23.63,5,0,0,0,0,-,2 2/3,3,1,3,3,3,7,7,2.25,0,0,0,0,17,68,0.273,0,0,0,0,0,1,0
